rushid_int,has_relative_rush,closeness_rush,relation_types_rush,n_relatives_rush,multiple_relatives_rush,has_blood_relative_rush,relative_names_rush
7453,1,child,child; grandchild,2,1,1,5219 | 5220
9295,1,parent,parent,1,0,1,9294
9294,1,child,child,1,0,1,9295
1186,1,child,child; grandchild; pibling,3,1,1,1857 | 3032 | 3034
1806,1,parent,child; parent,2,1,1,7321 | 7607
7321,1,child,child; grandchild,2,1,1,1806 | 7607
7607,1,parent,grandparent; parent,2,1,1,1806 | 7321
990,1,parent,child; parent,2,1,1,7322 | 991
7322,1,child,child; grandchild,2,1,1,990 | 991
991,1,parent,grandparent; parent,2,1,1,7322 | 990
5207,1,parent,parent,1,0,1,6123
6123,1,child,child,1,0,1,5207
8096,1,child,child; spouse,2,1,1,6347 | 8718
1696,1,parent,parent; pibling,2,1,1,1695 | 6824
8298,1,parent,parent,1,0,1,7326
7326,1,child,child,1,0,1,8298
6089,1,parent,parent,1,0,1,6088
6088,1,child,child,1,0,1,6089
976,1,parent,parent,1,0,1,6470
6470,1,child,child,2,1,1,976 | 977
977,1,parent,parent,1,0,1,6470
7302,1,parent,parent,1,0,1,7303
7303,1,child,child,1,0,1,7302
6063,1,parent,parent,1,0,1,6064
6064,1,child,child,1,0,1,6063
2306,1,parent,grandparent; parent; pibling,4,1,1,5676 | 5677 | 5678 | 6623
1750,1,parent,parent,1,0,1,6853
6853,1,child,child,1,0,1,1750
952,1,parent,parent,1,0,1,7285
7285,1,child,child,1,0,1,952
2776,1,parent,parent,1,0,1,7286
7286,1,child,child,1,0,1,2776
6011,1,parent,parent,1,0,1,6012
6012,1,child,child,1,0,1,6011
6015,1,parent,parent,1,0,1,6016
6016,1,child,child,1,0,1,6015
6030,1,child,child,1,0,1,959
6049,1,parent,parent,1,0,1,6048
6048,1,child,child,1,0,1,6049
2775,1,parent,parent,1,0,1,5423
5423,1,child,child,1,0,1,2775
965,1,parent,parent,1,0,1,7299
7299,1,child,child,1,0,1,965
654,1,parent,parent,1,0,1,8450
8450,1,child,child,1,0,1,654
1766,1,parent,parent,1,0,1,6865
1826,1,parent,grandparent; parent; pibling,3,1,1,2224 | 2225 | 6451
1867,1,parent,parent,1,0,1,6862
6862,1,child,child,1,0,1,1867
661,1,parent,parent,1,0,1,8160
8160,1,child,child,1,0,1,661
5961,1,parent,parent; pibling,2,1,1,5962 | 5963
5968,1,parent,parent,1,0,1,5967
5967,1,child,child,1,0,1,5968
310,1,parent,parent; spouse,2,1,1,8776 | 9263
8744,1,parent,parent,1,0,1,8039
8039,1,child,child,1,0,1,8744
7553,1,parent,parent,1,0,1,939
939,1,child,child,1,0,1,7553
7279,1,child,child; grandchild,3,1,1,2427 | 6973 | 9008
8021,1,parent,parent; pibling,4,1,1,7611 | 7808 | 7912 | 8154
6907,1,child,child; grandchild; parent,3,1,1,1808 | 26 | 6906
6906,1,child,child; grandchild; nibling,3,1,1,2304 | 26 | 6907
7755,1,child,child,2,1,1,8359 | 8398
2322,1,child,child,2,1,1,1226 | 2321
1836,1,parent,parent,1,0,1,2309
2309,1,child,child,2,1,1,1836 | 6909
2294,1,parent,parent,1,0,1,2293
2293,1,child,child,1,0,1,2294
2332,1,parent,parent,1,0,1,6925
6925,1,child,child,1,0,1,2332
2343,1,parent,parent,1,0,1,6928
6928,1,child,child,1,0,1,2343
4376,1,parent,parent,1,0,1,4377
4377,1,child,child,1,0,1,4376
4389,1,parent,parent,1,0,1,4388
4388,1,child,child,1,0,1,4389
4452,1,parent,parent,1,0,1,4453
4453,1,child,child,1,0,1,4452
4458,1,parent,child; grandchild; parent,3,1,1,4459 | 4460 | 9552
4460,1,child,child; grandparent; parent,3,1,1,4458 | 4459 | 9552
7925,1,child,child,2,1,1,4464 | 4465
4489,1,parent,parent,1,0,1,4488
4488,1,child,child,1,0,1,4489
6894,1,parent,parent,1,0,1,6893
6893,1,child,child,1,0,1,6894
6909,1,parent,parent,1,0,1,2309
2366,1,parent,parent,1,0,1,6457
2368,1,parent,parent,1,0,1,2369
2369,1,child,child,2,1,1,2023 | 2368
2374,1,parent,parent,1,0,1,7106
7106,1,child,child,1,0,1,2374
2406,1,parent,parent,1,0,1,6966
6966,1,child,child,1,0,1,2406
2417,1,parent,parent,1,0,1,6968
6968,1,child,child,1,0,1,2417
2977,1,parent,parent,1,0,1,8400
8400,1,child,child,1,0,1,2977
4539,1,parent,parent,1,0,1,4538
4538,1,child,child,1,0,1,4539
4598,1,parent,parent,1,0,1,4597
4597,1,child,child,1,0,1,4598
7486,1,parent,grandparent; parent,2,1,1,2377 | 6949
2377,1,child,child; parent,2,1,1,6949 | 7486
7600,1,parent,parent,1,0,1,2360
2360,1,child,child,1,0,1,7600
7370,1,parent,parent,1,0,1,7369
7369,1,child,child,1,0,1,7370
7851,1,parent,parent,1,0,1,8050
8050,1,child,child,1,0,1,7851
2723,1,child,child; grandchild,2,1,1,1081 | 6380
6380,1,parent,grandparent; parent,3,1,1,1081 | 2723 | 9003
974,1,parent,parent,1,0,1,6977
6977,1,child,child,1,0,1,974
5086,1,parent,parent,1,0,1,5087
5087,1,child,child,1,0,1,5086
2352,1,parent,parent,1,0,1,6933
6933,1,child,child,1,0,1,2352
8265,1,parent,parent,1,0,1,791
791,1,child,child,1,0,1,8265
5632,1,parent,parent,1,0,1,5631
5631,1,child,child,1,0,1,5632
8085,1,parent,parent,1,0,1,8360
8360,1,child,child,1,0,1,8085
817,1,child,child,2,1,1,7504 | 818
2071,1,parent,parent,1,0,1,877
7718,1,parent,parent,1,0,1,2914
2914,1,child,child,1,0,1,7718
842,1,child,child,1,0,1,844
7206,1,parent,child; parent,2,1,1,7205 | 852
7205,1,child,child; grandchild,2,1,1,7206 | 852
852,1,parent,grandparent; parent,2,1,1,7205 | 7206
5741,1,parent,parent,1,0,1,5742
5742,1,child,child,1,0,1,5741
859,1,child,child; parent,2,1,1,1863 | 7207
7207,1,child,child; grandchild,2,1,1,1863 | 859
1863,1,parent,grandparent; parent,2,1,1,7207 | 859
862,1,parent,parent,1,0,1,7208
7208,1,child,child,1,0,1,862
1995,1,parent,parent,1,0,1,6971
6971,1,child,child,1,0,1,1995
4731,1,parent,parent,1,0,1,4732
4765,1,parent,parent,1,0,1,4766
4766,1,child,child,1,0,1,4765
1823,1,parent,grandparent; parent; pibling,3,1,1,2742 | 6467 | 867
7217,1,child,child,1,0,1,7212
7213,1,parent,grandparent; parent,2,1,1,7214 | 7215
9086,1,parent,parent,1,0,1,8993
8993,1,child,child,1,0,1,9086
2922,1,child,child; nibling,2,1,1,3551 | 6665
4789,1,parent,parent,1,0,1,4788
4788,1,child,child,1,0,1,4789
4791,1,parent,parent,1,0,1,4790
4790,1,child,child,1,0,1,4791
6090,1,parent,grandparent; parent; pibling,3,1,1,1496 | 1859 | 6548
6991,1,child,child; grandchild,2,1,1,2183 | 6990
7603,1,parent,parent,1,0,1,2504
2504,1,child,child,1,0,1,7603
7694,1,parent,parent,1,0,1,1796
1796,1,child,child,1,0,1,7694
7696,1,parent,grandparent; parent,2,1,1,2471 | 9024
7779,1,parent,grandparent; parent,2,1,1,1932 | 7646
7827,1,parent,parent,1,0,1,2008
2008,1,child,child,1,0,1,7827
1413,1,parent,parent,1,0,1,6685
6685,1,child,child,2,1,1,1413 | 1414
1414,1,parent,parent,2,1,1,6438 | 6685
1952,1,parent,parent,1,0,1,1433
1433,1,child,child,1,0,1,1952
7493,1,parent,parent,1,0,1,6681
6681,1,child,child,1,0,1,7493
1509,1,parent,parent,1,0,1,6730
6730,1,child,child,1,0,1,1509
6720,1,parent,parent,1,0,1,1491
1491,1,child,child,1,0,1,6720
1258,1,parent,parent,1,0,1,6586
6586,1,child,child,1,0,1,1258
3265,1,parent,parent,1,0,1,3266
3266,1,child,child,1,0,1,3265
6589,1,child,child; grandchild,2,1,1,1272 | 7597
1290,1,parent,parent,1,0,1,6605
6605,1,child,child,1,0,1,1290
1164,1,parent,parent,1,0,1,6532
6532,1,child,child,1,0,1,1164
6534,1,parent,grandparent; parent; pibling,3,1,1,6533 | 793 | 832
3202,1,parent,parent,1,0,1,3201
3201,1,child,child,1,0,1,3202
1211,1,child,child; nibling,2,1,1,2905 | 6559
8621,1,parent,parent,1,0,1,8177
8177,1,child,child,1,0,1,8621
36,1,parent,parent,1,0,1,34
34,1,child,child,1,0,1,36
7695,1,parent,parent,1,0,1,1344
1344,1,child,child,1,0,1,7695
1592,1,parent,parent,1,0,1,6773
6773,1,child,child,1,0,1,1592
1635,1,parent,parent,1,0,1,6801
6801,1,child,child,1,0,1,1635
8425,1,parent,parent,1,0,1,7794
7794,1,child,child,1,0,1,8425
1900,1,parent,parent,1,0,1,6812
6812,1,child,child,1,0,1,1900
7999,1,parent,parent,1,0,1,1746
1746,1,child,child,1,0,1,7999
26,1,parent,grandparent; parent,2,1,1,6906 | 6907
7990,1,parent,parent; pibling,2,1,1,1256 | 1257
9279,1,parent,child; parent,2,1,1,358 | 9053
9053,1,child,child; grandchild,2,1,1,358 | 9279
358,1,parent,grandparent; parent,2,1,1,9053 | 9279
2247,1,child,child,2,1,1,1942 | 7384
2046,1,parent,parent,1,0,1,6882
6882,1,child,child,1,0,1,2046
2229,1,parent,parent,1,0,1,6877
6877,1,child,child,1,0,1,2229
2239,1,parent,parent,1,0,1,6612
6612,1,child,child,1,0,1,2239
6885,1,child,child,2,1,1,2256 | 2257
2258,1,parent,parent,1,0,1,6455
6455,1,child,child,1,0,1,2258
2260,1,parent,parent,1,0,1,6456
4311,1,child,child; parent,2,1,1,4310 | 4313
4313,1,child,child; grandchild,2,1,1,4310 | 4311
4333,1,parent,parent,1,0,1,4334
4334,1,child,child,1,0,1,4333
6452,1,child,child; nibling,3,1,1,2240 | 4089 | 6881
7382,1,parent,grandparent; parent,3,1,1,2249 | 4475 | 6740
8295,1,parent,parent,1,0,1,2241
2241,1,child,child,1,0,1,8295
6258,1,parent,parent; pibling,2,1,1,6256 | 7115
387,1,parent,parent,1,0,1,9220
9220,1,child,child,1,0,1,387
5919,1,parent,parent; spouse,2,1,1,5649 | 5918
2990,1,parent,parent,1,0,1,2989
2989,1,child,child; nibling,2,1,1,2988 | 2990
2289,1,parent,parent,1,0,1,2290
2348,1,parent,parent,1,0,1,6930
6930,1,child,child,1,0,1,2348
6271,1,parent,parent,1,0,1,6319
9235,1,parent,parent; spouse,2,1,1,7682 | 9185
1022,1,parent,parent,1,0,1,7335
7335,1,child,child,1,0,1,1022
2390,1,parent,parent; pibling,2,1,1,6958 | 6959
4519,1,parent,parent,1,0,1,4517
4531,1,parent,grandparent; parent; pibling,3,1,1,2371 | 4532 | 4533
2427,1,parent,grandparent; parent; pibling,3,1,1,6973 | 7279 | 9008
7413,1,parent,parent,1,0,1,2426
2426,1,child,child,1,0,1,7413
4868,1,parent,parent,1,0,1,4872
4872,1,child,child,1,0,1,4868
4903,1,child,child,2,1,1,4904 | 4905
4912,1,child,child,2,1,1,4913 | 4914
4938,1,parent,parent,1,0,1,4937
4937,1,child,child,1,0,1,4938
7000,1,parent,parent,1,0,1,7001
7001,1,child,child; grandchild,2,1,1,7000 | 8703
7022,1,parent,parent,1,0,1,7023
7023,1,child,child,1,0,1,7022
7578,1,parent,parent,1,0,1,2560
2560,1,child,child,1,0,1,7578
7589,1,parent,parent,1,0,1,2565
2565,1,child,child,1,0,1,7589
8208,1,parent,parent,1,0,1,2911
2911,1,child,child,1,0,1,8208
9032,1,parent,grandparent; parent; pibling,3,1,1,2619 | 9030 | 9031
1976,1,parent,parent,1,0,1,7028
7028,1,child,child,1,0,1,1976
2054,1,parent,parent,1,0,1,2640
2640,1,child,child,1,0,1,2054
7337,1,parent,parent,1,0,1,1027
1027,1,child,child,1,0,1,7337
2600,1,child,child,1,0,1,2601
5134,1,parent,parent,1,0,1,5135
5135,1,child,child,1,0,1,5134
5201,1,parent,parent,1,0,1,5202
5202,1,child,child,1,0,1,5201
5213,1,parent,parent,1,0,1,7968
7968,1,child,child,1,0,1,5213
5220,1,parent,grandparent; parent,2,1,1,5219 | 7453
7030,1,parent,grandparent; parent; pibling,3,1,1,6533 | 7031 | 7032
7072,1,parent,parent,1,0,1,7071
7571,1,parent,parent,1,0,1,2877
2877,1,child,child,1,0,1,7571
7601,1,parent,parent; pibling,2,1,1,2634 | 7054
7620,1,parent,grandparent; parent,2,1,1,2606 | 2607
2662,1,child,child,2,1,1,8060 | 8339
8156,1,parent,parent,1,0,1,8339
8323,1,parent,parent,1,0,1,2639
2639,1,child,child,1,0,1,8323
8702,1,child,child,2,1,1,8423 | 8803
7329,1,parent,parent,1,0,1,1000
1000,1,child,child,1,0,1,7329
992,1,parent,parent,1,0,1,6472
6472,1,child,child,1,0,1,992
6347,1,child,child; spouse,2,1,1,8096 | 8718
2191,1,parent,parent,1,0,1,7327
7327,1,child,child,1,0,1,2191
7328,1,child,child,2,1,1,2858 | 8066
7530,1,parent,parent,1,0,1,999
999,1,child,child,1,0,1,7530
7799,1,parent,grandparent; parent,2,1,1,2756 | 961
8648,1,parent,parent,1,0,1,7911
7911,1,child,child,1,0,1,8648
7089,1,parent,parent,1,0,1,7090
7090,1,child,child,1,0,1,7089
6528,1,parent,parent,1,0,1,6529
6529,1,child,child,1,0,1,6528
7086,1,parent,parent; pibling,2,1,1,7087 | 7088
2706,1,parent,parent,1,0,1,3168
3168,1,child,child,1,0,1,2706
8625,1,parent,grandparent; parent,2,1,1,1999 | 2705
1999,1,child,child; parent,2,1,1,2705 | 8625
2705,1,child,child; grandchild,2,1,1,1999 | 8625
7082,1,child,child,2,1,1,2683 | 2684
1947,1,child,child,1,0,1,7648
5683,1,parent,parent,1,0,1,5684
5684,1,child,child,1,0,1,5683
9738,1,parent,parent,1,0,1,5344
5344,1,child,child,1,0,1,9738
1928,1,parent,grandchild; parent,2,1,1,6281 | 7045
7045,1,child,child,1,0,1,1928
7334,1,child,child; grandchild,3,1,1,1014 | 2061 | 7638
5129,1,parent,parent; spouse,2,1,1,1441 | 5128
8318,1,parent,parent,1,0,1,7331
7331,1,child,child,1,0,1,8318
4573,1,child,child; grandchild,2,1,1,1303 | 1304
18,1,parent,parent,1,0,1,19
19,1,child,child,1,0,1,18
2022,1,parent,parent,1,0,1,1559
1559,1,child,child,1,0,1,2022
6121,1,parent,parent,1,0,1,6120
6120,1,child,child,1,0,1,6121
6117,1,parent,parent,1,0,1,6116
6116,1,child,child,1,0,1,6117
5748,1,child,child,2,1,1,5746 | 5747
5984,1,parent,grandparent; parent,2,1,1,5229 | 5983
8531,1,parent,parent,1,0,1,7880
7880,1,child,child,1,0,1,8531
3014,1,parent,parent,1,0,1,7180
7869,1,parent,parent,1,0,1,2620
2620,1,child,child,1,0,1,7869
5691,1,parent,grandparent; parent,2,1,1,6262 | 7191
834,1,child,child; grandchild; parent,4,1,1,2866 | 8016 | 8073 | 833
837,1,parent,parent,1,0,1,7195
7195,1,child,child,1,0,1,837
4119,1,child,child,1,0,1,1475
896,1,parent,parent; pibling,2,1,1,6199 | 9049
1818,1,child,child,1,0,1,2080
7520,1,child,child,1,0,1,2057
9747,1,parent,parent,1,0,1,324
324,1,child,child,1,0,1,9747
9761,1,parent,parent,1,0,1,6426
6426,1,child,child,1,0,1,9761
9809,1,parent,parent,1,0,1,138
138,1,child,child,1,0,1,9809
9852,1,parent,grandparent; parent,2,1,1,7592 | 8481
9871,1,parent,parent,1,0,1,8800
8800,1,child,child,1,0,1,9871
9924,1,parent,parent,1,0,1,543
543,1,child,child,1,0,1,9924
9986,1,parent,parent,1,0,1,2933
2933,1,child,child,1,0,1,9986
10134,1,parent,parent,1,0,1,599
599,1,child,child,1,0,1,10134
10146,1,parent,parent,1,0,1,601
601,1,child,child,1,0,1,10146
10248,1,parent,parent,1,0,1,4966
4966,1,child,child,1,0,1,10248
10204,1,parent,parent,1,0,1,5020
10226,1,parent,parent,1,0,1,363
363,1,child,child,1,0,1,10226
10234,1,parent,parent,1,0,1,9352
9352,1,child,child,1,0,1,10234
1469,1,parent,parent,1,0,1,10357
10357,1,child,child,1,0,1,1469
10342,1,parent,parent,1,0,1,1804
1804,1,child,child,1,0,1,10342
370,1,parent,parent,1,0,1,8504
8504,1,child,child,1,0,1,370
10586,1,parent,parent,1,0,1,3324
3324,1,child,child,1,0,1,10586
10469,1,parent,parent,1,0,1,173
173,1,child,child,1,0,1,10469
10590,1,parent,parent,1,0,1,10088
10088,1,child,child,1,0,1,10590
2056,1,parent,parent,1,0,1,2720
2720,1,child,child,1,0,1,2056
6438,1,child,child,1,0,1,1414
3864,1,child,child,1,0,1,3865
3865,1,parent,parent,1,0,1,3864
2580,1,child,child,1,0,1,7829
7829,1,parent,parent,1,0,1,2580
5039,1,child,child,1,0,1,5038
5038,1,parent,parent,1,0,1,5039
4647,1,parent,parent,1,0,1,4648
1611,1,child,child,1,0,1,1610
1610,1,parent,parent,1,0,1,1611
7752,1,child,child,1,0,1,8464
2447,1,child,child; nibling,2,1,1,2448 | 2449
6765,1,child,child,1,0,1,1580
1580,1,parent,parent,1,0,1,6765
9421,1,child,child,1,0,1,5157
5157,1,parent,parent,1,0,1,9421
7685,1,parent,parent,1,0,1,2290
2023,1,parent,parent,1,0,1,2369
4583,1,parent,parent,1,0,1,4584
6949,1,child,child; grandchild,2,1,1,2377 | 7486
5670,1,child,child,1,0,1,5669
5669,1,parent,parent,1,0,1,5670
1339,1,parent,parent,1,0,1,6635
1573,1,parent,parent,1,0,1,6762
2043,1,parent,parent,1,0,1,5040
1013,1,child,child,1,0,1,7333
7333,1,parent,parent,1,0,1,1013
948,1,child,child,1,0,1,949
1938,1,parent,parent,1,0,1,9049
10366,1,child,child,1,0,1,6231
2909,1,pibling,pibling,1,0,1,1629
1629,1,nibling,nibling,1,0,1,2909
6295,1,nibling,nibling; pibling,3,1,1,1120 | 6294 | 6296
6294,1,nibling,great-nibling; nibling,3,1,1,1120 | 6295 | 6296
2817,1,pibling,pibling,1,0,1,6672
9000,1,pibling,pibling,1,0,1,9001
9001,1,nibling,nibling,1,0,1,9000
1786,1,pibling,pibling,1,0,1,1498
1498,1,nibling,nibling,1,0,1,1786
6557,1,nibling,nibling,3,1,1,1348 | 6555 | 6556
2891,1,nibling,nibling,1,0,1,7649
3853,1,pibling,pibling,1,0,1,3852
2768,1,nibling,nibling; pibling,3,1,1,1624 | 3273 | 3274
3302,1,pibling,pibling,1,0,1,3300
3300,1,nibling,nibling,2,1,1,3302 | 3814
1731,1,pibling,pibling,1,0,1,7147
7147,1,nibling,nibling,1,0,1,1731
1971,1,pibling,pibling,1,0,1,6823
6823,1,nibling,nibling,1,0,1,1971
6450,1,nibling,nibling,2,1,1,4212 | 6826
6189,1,pibling,pibling,1,0,1,4304
4304,1,nibling,nibling,1,0,1,6189
2559,1,pibling,pibling,1,0,1,7007
7007,1,nibling,nibling,1,0,1,2559
2679,1,pibling,pibling,1,0,1,7080
7080,1,nibling,nibling,1,0,1,2679
6871,1,nibling,nibling,1,0,1,2218
5564,1,nibling,nibling,3,1,1,5563 | 5565 | 5566
1284,1,pibling,pibling,1,0,1,1285
1285,1,nibling,nibling,1,0,1,1284
1167,1,pibling,pibling,1,0,1,6533
1665,1,nibling,nibling,2,1,1,1123 | 1125
3011,1,pibling,pibling,1,0,1,3012
3012,1,nibling,nibling,1,0,1,3011
2268,1,pibling,pibling,1,0,1,6314
6314,1,nibling,nibling,1,0,1,2268
1100,1,pibling,pibling,1,0,1,840
6412,1,grandparent,grandparent; nibling,2,1,1,6358 | 6403
16,1,nibling,nibling,2,1,1,15 | 6905
3814,1,pibling,pibling,1,0,1,3300
2496,1,pibling,pibling,1,0,1,2495
2495,1,nibling,nibling,1,0,1,2496
4655,1,pibling,pibling,2,1,1,4654 | 4656
1626,1,pibling,pibling,1,0,1,1627
1627,1,nibling,nibling,1,0,1,1626
6178,1,nibling,nibling,1,0,1,6176
1965,1,pibling,pibling,1,0,1,1298
1298,1,nibling,nibling,1,0,1,1965
30,1,nibling,nibling,1,0,1,6131
993,1,nibling,nibling,2,1,1,3861 | 8560
6073,1,pibling,pibling,4,1,1,7091 | 7094 | 7095 | 7096
1,1,nibling,nibling,1,0,1,6021
6057,1,pibling,pibling,1,0,1,6058
6058,1,nibling,nibling,1,0,1,6057
2499,1,grandparent,grandparent; pibling,3,1,1,2853 | 2854 | 7313
2304,1,pibling,pibling,1,0,1,6906
6954,1,nibling,nibling,2,1,1,2382 | 6953
6466,1,nibling,nibling,2,1,1,795 | 805
824,1,pibling,pibling,2,1,1,7020 | 7026
3262,1,pibling,pibling,2,1,1,3095 | 786
2736,1,nibling,nibling,1,0,1,2080
7202,1,nibling,nibling,1,0,1,845
847,1,grandparent,grandparent; pibling,2,1,1,6264 | 7203
7203,1,nibling,nibling,1,0,1,847
518,1,pibling,pibling,1,0,1,8382
2752,1,pibling,pibling,1,0,1,7119
7119,1,nibling,nibling,1,0,1,2752
7598,1,pibling,pibling,1,0,1,2234
2234,1,pibling,nibling; pibling,2,1,1,3344 | 7598
3169,1,nibling,nibling,2,1,1,3170 | 3173
3392,1,nibling,nibling,2,1,1,3391 | 4983
2367,1,pibling,pibling,1,0,1,6940
2090,1,grandparent,grandparent; nibling,2,1,1,5768 | 8169
1926,1,pibling,pibling,1,0,1,6967
6967,1,nibling,nibling,1,0,1,1926
9406,1,pibling,pibling,1,0,1,8631
8631,1,nibling,nibling,1,0,1,9406
6488,1,grandparent,grandparent; pibling,2,1,1,2571 | 2572
4689,1,nibling,nibling,2,1,1,7291 | 960
5146,1,pibling,pibling,1,0,1,9025
2446,1,pibling,pibling,1,0,1,6739
6717,1,nibling,nibling,1,0,1,1488
7951,1,pibling,pibling,1,0,1,2505
2505,1,grandparent,grandparent; nibling,2,1,1,6769 | 7951
5577,1,nibling,nibling,1,0,1,5578
6112,1,pibling,pibling,1,0,1,1030
2851,1,nibling,nibling,1,0,1,4467
1115,1,nibling,nibling,1,0,1,7546
9,1,pibling,pibling,1,0,1,3
3,1,nibling,nibling,1,0,1,9
831,1,pibling,pibling,1,0,1,7194
7194,1,nibling,nibling,1,0,1,831
9825,1,pibling,pibling,1,0,1,6051
6051,1,nibling,nibling,1,0,1,9825
9966,1,pibling,pibling,1,0,1,160
160,1,nibling,nibling,1,0,1,9966
9973,1,pibling,pibling,2,1,1,8796 | 8888
10183,1,grandparent,grandparent; pibling,2,1,1,3693 | 9848
9848,1,nibling,nibling,1,0,1,10183
3344,1,nibling,nibling,1,0,1,2234
6125,1,grandparent,grandparent,1,0,1,7750
7750,1,grandchild,grandchild,1,0,1,6125
3940,1,grandparent,grandparent,1,0,1,3939
3939,1,grandchild,grandchild,1,0,1,3940
625,1,grandparent,grandparent,1,0,1,8363
1593,1,grandparent,grandparent,1,0,1,6777
6777,1,grandchild,grandchild,1,0,1,1593
8703,1,grandparent,grandparent,1,0,1,7001
2074,1,grandchild,grandchild,1,0,1,8752
1137,1,grandparent,grandparent,1,0,1,6305
6305,1,grandchild,grandchild,1,0,1,1137
465,1,grandparent,grandparent,1,0,1,8610
8610,1,grandchild,grandchild,1,0,1,465
6281,1,grandparent,grandparent,1,0,1,1928
3256,1,grandparent,grandparent,1,0,1,2208
2784,1,grandchild,grandchild,1,0,1,5591
4373,1,grandparent,grandparent,1,0,1,6700
2014,1,grandparent,grandparent,1,0,1,6964
6964,1,grandchild,grandchild,1,0,1,2014
7366,1,grandchild,grandchild,1,0,1,7859
1808,1,grandparent,grandparent,1,0,1,6907
6696,1,grandchild,grandchild,1,0,1,3290
6264,1,grandchild,grandchild,1,0,1,847
271,1,grandparent,grandparent,1,0,1,4867
3675,1,grandparent,grandparent,1,0,1,3674
1136,1,grandchild,grandchild,1,0,1,6416
4611,1,grandparent,grandparent,1,0,1,4613
7928,1,grandparent,grandparent,1,0,1,2479
2479,1,grandchild,grandchild,1,0,1,7928
7290,1,grandchild,grandchild,2,1,1,2214 | 2215
7280,1,grandparent,grandparent,1,0,1,7281
7281,1,grandchild,grandchild,1,0,1,7280
942,1,grandparent,grandparent,1,0,1,9119
5294,1,grandparent,grandparent,1,0,1,4395
4395,1,grandchild,grandchild,1,0,1,5294
1810,1,grandparent,grandparent,1,0,1,5700
5700,1,grandchild,grandchild,1,0,1,1810
7109,1,grandchild,grandchild,1,0,1,2080
9606,1,grandparent,grandparent,1,0,1,8581
8581,1,grandchild,grandchild,1,0,1,9606
3693,1,grandchild,grandchild,1,0,1,10183
6942,1,grandchild,grandchild,1,0,1,6943
6943,1,grandparent,grandparent,1,0,1,6942
5221,1,spouse,spouse,1,0,0,8151
260,1,spouse,spouse,1,0,0,9268
9268,1,spouse,spouse,1,0,0,260
3188,1,spouse,spouse,1,0,0,8665
8665,1,spouse,spouse,1,0,0,3188
3678,1,spouse,spouse,1,0,0,3677
3677,1,spouse,spouse,1,0,0,3678
515,1,spouse,spouse,1,0,0,516
516,1,spouse,spouse,1,0,0,515
715,1,spouse,spouse,1,0,0,716
716,1,spouse,spouse,1,0,0,715
7700,1,spouse,spouse,1,0,0,7932
610,1,spouse,spouse,1,0,0,4805
4805,1,spouse,spouse,1,0,0,610
139,1,spouse,spouse,1,0,0,140
140,1,spouse,spouse,1,0,0,139
37,1,spouse,spouse,1,0,0,43
43,1,spouse,spouse,1,0,0,37
48,1,spouse,spouse,1,0,0,50
50,1,spouse,spouse,1,0,0,48
452,1,spouse,spouse,1,0,0,419
419,1,spouse,spouse,1,0,0,452
3033,1,spouse,spouse,1,0,0,3032
4509,1,spouse,spouse,1,0,0,4508
4508,1,spouse,spouse,1,0,0,4509
5845,1,spouse,spouse,1,0,0,578
578,1,spouse,spouse,1,0,0,5845
404,1,spouse,spouse,1,0,0,405
405,1,spouse,spouse,1,0,0,404
4992,1,spouse,spouse,1,0,0,6500
6500,1,spouse,spouse,1,0,0,4992
4057,1,spouse,spouse,1,0,0,4056
4056,1,spouse,spouse,1,0,0,4057
2925,1,spouse,spouse,1,0,0,115
115,1,spouse,spouse,1,0,0,2925
6055,1,spouse,spouse,1,0,0,3062
3062,1,spouse,spouse,1,0,0,6055
4575,1,spouse,spouse,1,0,0,4580
4580,1,spouse,spouse,1,0,0,4575
6235,1,spouse,spouse,1,0,0,6236
6236,1,spouse,spouse,1,0,0,6235
10374,1,spouse,spouse,1,0,0,10040
10040,1,spouse,spouse,1,0,0,10374
10450,1,spouse,spouse,1,0,0,5236
5236,1,spouse,spouse,1,0,0,10450
2583,1,pibling,pibling,1,0,1,9107
1278,1,nibling,nibling,1,0,1,1276
1276,1,pibling,pibling,1,0,1,1278
3171,1,pibling,pibling,1,0,1,3173
9910,1,great-great-pibling,great-great-pibling,1,0,1,8073
10127,1,great-grandparent,great-grandparent,1,0,1,8367
8367,1,great-grandchild,great-grandchild,1,0,1,10127
10216,1,partner,partner,1,0,0,9744
9744,1,partner,partner,1,0,0,10216
10200,1,partner,partner,1,0,0,9681
9681,1,partner,partner,1,0,0,10200
